cod,mpio_name,ADO|EU/LWAL+DNO,CR+PC/LWAL+DUL,CR/LFINF+DUH,CR/LFINF+DUL,CR/LFINF+DUM,CR/LWAL+DUH,CR/LWAL+DUL,CR/LWAL+DUM,MATO/LN,MCF/LWAL+DUH,MCF/LWAL+DUL,MCF/LWAL+DUM,MR/LWAL+DUH,MR/LWAL+DUL,MR/LWAL+DUM,MUR+ST/LWAL+DNO,MUR/LWAL+DNO,UNK,W+WO/LN+DNO
68502,Onzaga,148,3,0,0,0,0,1,0,0,0,14,0,0,0,0,9,186,173,0
68522,Palmar,47,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,82,39,0
68524,Palmas del Socorro,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,132,24,0
68533,Paramo,27,6,0,0,0,0,0,0,1,0,18,0,0,0,0,9,239,29,1
68547,Piedecuesta,381,753,530,2120,0,354,0,0,20,3688,1882,0,0,0,0,82,12923,3306,53
68549,Pinchote,16,0,0,0,0,0,0,0,0,0,19,0,0,0,0,9,244,66,0
68572,Puente Nacional,22,6,0,0,0,0,4,0,0,0,98,0,0,0,0,45,1184,257,5
68573,Puerto Parra,2,0,0,0,0,0,1,0,5,0,54,0,0,0,0,47,882,311,255
68575,Puerto Wilches,23,25,0,16,0,0,4,0,107,0,693,0,0,0,0,169,4659,1702,1198
68615,Rionegro,127,3,0,0,0,0,2,0,15,0,129,0,0,0,0,88,1868,251,200
68655,Sabana de Torres,10,32,0,47,0,0,10,0,272,0,626,0,0,0,0,74,3835,2298,818
68669,San Andres,360,4,0,0,0,0,0,0,0,0,34,0,0,0,0,18,450,147,0
68673,San Benito,5,0,0,0,0,0,0,0,1,0,6,0,0,0,0,7,106,28,5
68679,San Gil,417,79,326,1306,0,173,0,0,1,1448,752,0,0,0,0,24,5071,1121,29
68682,San Joaquin,70,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,153,84,0
68684,San Jose de Miranda,60,7,0,0,0,0,1,0,0,0,16,0,0,0,0,8,193,44,0
68686,San Miguel,26,1,0,0,0,0,0,0,0,0,9,0,0,0,0,6,132,22,0
68689,San Vicente de Chucuri,160,266,0,0,0,0,6,0,41,0,185,0,0,0,0,133,2630,631,376
68705,Santa Barbara,32,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,34,12,0
68720,Santa Helena del Opon,70,3,0,0,0,0,0,0,1,0,12,0,0,0,0,10,191,76,43
68745,Simacota,125,2,0,0,0,0,0,0,0,0,31,0,0,0,0,16,412,92,23
68755,Socorro,254,45,0,167,0,0,19,0,1,0,816,0,0,0,0,9,4466,753,3
68770,Suaita,122,10,0,0,0,0,3,0,6,0,47,0,0,0,0,25,579,206,15
68773,Sucre,80,2,0,0,0,0,1,0,0,0,16,0,0,0,0,12,221,73,0
68780,Surata,62,0,0,0,0,0,0,0,0,0,13,0,0,0,0,10,193,61,3
68820,Tona,11,1,0,0,0,0,0,0,0,0,14,0,0,0,0,8,187,53,0
68855,Valle de San Jose,57,4,0,0,0,0,2,0,0,0,37,0,0,0,0,16,444,51,0
68861,Velez,54,9,0,0,0,0,93,0,5,0,374,0,0,0,0,99,2197,372,52
68867,Vetas,39,1,0,0,0,0,0,0,0,0,9,0,0,0,0,7,122,28,1
68872,Villanueva,451,3,0,0,0,0,0,0,1,0,50,0,0,0,0,26,651,185,1
68895,Zapatoca,994,6,0,0,0,0,9,0,0,0,74,0,0,0,0,24,683,498,1
70001,Sincelejo,1771,162,0,4653,872,0,0,2250,740,0,3647,7910,0,0,323,871,29247,5327,2201
70110,Buenavista,130,2,0,0,0,0,18,0,83,0,119,0,0,0,0,112,1476,198,206
70124,Caimito,508,2,0,0,0,0,1,0,13,0,66,0,0,0,0,118,1339,124,79
70204,Coloso,32,3,0,0,0,0,1,0,40,0,16,0,0,0,0,29,304,82,630
70215,Corozal,303,296,0,613,154,0,0,152,407,0,535,2307,0,0,0,225,9151,1217,462
70221,Covenas,50,23,0,0,0,0,12,0,38,0,168,0,0,0,0,102,2061,364,155
70230,Chalan,184,4,0,0,0,0,1,0,11,0,14,0,0,0,0,32,306,67,204
70233,El Roble,673,0,0,0,0,0,0,0,17,0,67,0,0,0,0,90,1267,299,48
70235,Galeras,238,14,0,0,0,0,4,0,93,0,160,0,0,0,0,213,2869,378,145
70265,Guaranda,6,4,0,0,0,0,1,0,6,0,76,0,0,0,0,109,1416,275,182
70400,La Union,304,3,0,0,0,0,6,0,7,0,61,0,0,0,0,82,947,68,13
70418,Los Palmitos,143,3,0,0,0,0,3,0,75,0,209,0,0,0,0,207,3418,355,116
70429,Majagual,104,15,0,0,0,0,2,0,47,0,120,0,0,0,0,231,2441,415,456
70473,Morroa,115,6,0,0,0,0,5,0,94,0,144,0,0,0,0,125,2145,284,151
70508,Ovejas,639,7,0,0,0,0,6,0,40,0,207,0,0,0,0,200,3299,549,147
70523,Palmito,219,1,0,0,0,0,9,0,58,0,52,0,0,0,0,52,653,79,62
70670,Sampues,545,4,0,88,0,0,14,0,353,0,630,0,0,0,0,189,4297,549,421
70678,San Benito Abad,321,3,0,0,0,0,0,0,220,0,168,0,0,0,0,253,3243,703,369
70702,San Juan de Betulia,164,3,0,0,0,0,0,0,73,0,104,0,0,0,0,94,1695,118,108
70708,San Marcos,905,11,0,154,38,0,0,136,172,0,280,1431,0,0,0,359,6343,1038,178
70713,San Onofre,939,37,0,68,18,0,0,40,363,0,216,1173,0,0,0,239,4986,1628,840
70717,San Pedro,74,4,0,0,0,0,3,0,164,0,174,0,0,0,0,186,2887,316,334
70742,San Luis de Since,476,1,0,56,0,0,17,0,609,0,534,0,0,0,0,115,3395,495,1255
70771,Sucre,423,47,0,0,0,0,4,0,63,0,87,0,0,0,0,178,1739,283,473
70820,Santiago de Tolu,447,25,0,54,0,0,251,0,74,0,1001,0,0,0,0,131,4108,1034,454
70823,Tolu Viejo,33,12,0,0,0,0,33,0,96,0,181,0,0,0,0,118,1825,477,716
73001,Ibague,313,312,2814,15011,0,2835,0,0,237,13969,10010,0,1074,0,0,881,45942,8268,716
73024,Alpujarra,293,1,0,0,0,0,1,0,2,0,25,0,0,0,0,17,352,246,4
73026,Alvarado,15,3,0,0,0,0,0,0,2,0,46,0,0,0,0,36,715,142,2
73030,Ambalema,172,9,0,0,0,0,3,0,33,0,65,0,0,0,0,50,971,337,14
73043,Anzoategui,23,1,0,0,0,0,1,0,0,0,21,0,0,0,0,20,323,94,84
73055,Armero,111,30,0,0,0,0,29,0,28,0,197,0,0,0,0,118,2169,599,65
73067,Ataco,283,6,0,0,0,0,4,0,15,0,81,0,0,0,0,74,1252,429,32
73124,Cajamarca,42,10,0,0,0,0,3,0,6,0,138,0,0,0,0,75,1830,126,14
73148,Carmen de Apicala,36,21,0,0,0,0,12,0,5,0,126,0,0,0,0,64,1439,1139,18
73152,Casabianca,6,5,0,0,0,0,15,0,2,0,53,0,0,0,0,21,333,97,104
73168,Chaparral,582,52,0,103,0,0,63,0,93,0,914,0,0,0,0,105,5180,1112,49
73200,Coello,106,2,0,0,0,0,0,0,6,0,44,0,0,0,0,36,703,246,22
73217,Coyaima,253,7,0,0,0,0,2,0,21,0,64,0,0,0,0,64,1058,519,37
73226,Cunday,178,10,0,0,0,0,2,0,2,0,48,0,0,0,0,38,699,256,15
73236,Dolores,127,4,0,0,0,0,2,0,0,0,33,0,0,0,0,27,485,70,1
73268,Espinal,76,37,114,452,0,88,0,0,31,2597,1178,0,0,0,0,167,9139,1775,36
73270,Falan,2,0,0,0,0,0,2,0,4,0,28,0,0,0,0,17,350,68,24
73275,Flandes,200,23,0,82,0,0,10,0,28,0,871,0,0,0,0,46,5071,6346,43
73283,Fresno,6,7,0,0,0,0,26,0,10,0,234,0,0,0,0,122,2501,149,162
73319,Guamo,211,10,0,0,0,0,3,0,55,0,260,0,0,0,0,199,3980,814,37
73347,Herveo,4,1,0,0,0,0,1,0,19,0,41,0,0,0,0,45,638,234,112
73349,Honda,7,12,0,87,0,0,16,0,90,0,864,0,0,0,0,66,5086,1346,53
73352,Icononzo,96,8,0,0,0,0,2,0,4,0,53,0,0,0,0,35,740,121,12
73408,Lerida,87,351,0,0,0,0,15,0,71,0,241,0,0,0,0,168,3286,752,108
73411,Libano,45,16,0,133,0,0,34,0,27,0,865,0,0,0,0,63,4904,900,291
73443,Mariquita,4,10,0,155,0,0,330,0,25,0,1372,0,0,0,0,54,5261,1230,74
73449,Melgar,20,62,0,213,0,0,183,0,26,0,969,0,0,0,0,23,4019,1966,37
73461,Murillo,1,45,0,0,0,0,3,0,1,0,24,0,0,0,0,16,268,122,80
73483,Natagaima,590,2,0,0,0,0,2,0,21,0,80,0,0,0,0,66,1226,363,19
73504,Ortega,255,74,0,0,0,0,3,0,9,0,89,0,0,0,0,73,1342,413,16
73520,Palocabildo,0,56,0,0,0,0,27,0,7,0,100,0,0,0,0,28,553,112,96
73547,Piedras,129,16,0,0,0,0,0,0,4,0,49,0,0,0,0,39,767,197,4
73555,Planadas,102,13,0,0,0,0,6,0,23,0,107,0,0,0,0,92,1579,398,323
73563,Prado,54,1,0,0,0,0,0,0,8,0,57,0,0,0,0,46,897,253,22
73585,Purificacion,268,8,0,0,0,0,5,0,37,0,228,0,0,0,0,167,3406,730,36
73616,Rioblanco,85,6,0,0,0,0,2,0,3,0,74,0,0,0,0,64,1163,290,98
73622,Roncesvalles,11,3,0,0,0,0,0,0,0,0,12,0,0,0,0,25,229,69,134
73624,Rovira,477,61,0,0,0,0,4,0,14,0,140,0,0,0,0,113,2130,480,35
73671,Saldana,52,8,0,0,0,0,1,0,7,0,120,0,0,0,0,95,1885,305,11
73675,San Antonio,213,23,0,0,0,0,0,0,3,0,60,0,0,0,0,61,1028,275,19
73678,San Luis,58,5,0,0,0,0,0,0,6,0,91,0,0,0,0,81,1519,303,9
73686,Santa Isabel,1,0,0,0,0,0,1,0,0,0,27,0,0,0,0,24,375,115,191
73770,Suarez,15,1,0,0,0,0,0,0,0,0,5,0,0,0,0,3,70,8,1
73854,Valle de San Juan,183,0,0,0,0,0,0,0,1,0,23,0,0,0,0,19,356,130,5
73861,Venadillo,68,5,0,0,0,0,2,0,15,0,125,0,0,0,0,109,2036,253,33
73870,Villahermosa,19,33,0,0,0,0,15,0,1,0,69,0,0,0,0,39,566,149,229
73873,Villarrica,85,7,0,0,0,0,0,0,2,0,29,0,0,0,0,29,485,152,23
76001,Cali,,,,,,,,,,,,,,,,,146248,,
76020,Alcala,147,19,0,0,0,0,3,0,132,0,127,0,0,0,0,78,1783,173,153
76036,Andalucia,116,5,0,0,0,0,9,0,19,0,302,0,0,0,0,166,3994,358,33
76041,Ansermanuevo,169,4,0,0,0,0,3,0,10,0,138,0,0,0,0,77,1824,240,18
76054,Argelia,151,1,0,0,0,0,2,0,2,0,35,0,0,0,0,30,492,60,5
76100,Bolivar,311,5,0,0,0,0,3,0,3,0,154,0,0,0,0,91,2081,504,34
76109,Buenaventura,87,1014,677,3606,0,3175,0,0,60,5742,4047,0,326,0,0,701,19427,9812,11198
76111,Guadalajara de Buga,373,83,334,1340,0,808,0,0,15,4687,2534,0,0,0,0,88,16394,1929,137
76113,Bugalagrande,183,4,0,0,0,0,6,0,46,0,286,0,0,0,0,148,3717,435,95
76122,Caicedonia,84,5,0,79,0,0,16,0,18,0,763,0,0,0,0,42,4391,281,26
76126,Calima,82,80,0,0,0,0,21,0,7,0,196,0,0,0,0,82,2015,511,115
76130,Candelaria,35,42,192,768,0,96,0,0,50,3232,1584,0,0,0,0,117,11316,994,107
76147,Cartago,175,53,180,722,0,693,0,0,59,5093,2661,0,0,0,0,103,17831,2527,154
76233,Dagua,463,146,0,142,0,0,18,0,12,0,633,0,0,0,0,39,3616,1728,452
76243,El Aguila,225,8,0,0,0,0,1,0,17,0,36,0,0,0,0,29,518,162,27
76246,El Cairo,484,10,0,0,0,0,2,0,4,0,20,0,0,0,0,19,247,95,15
76248,El Cerrito,42,268,198,790,0,560,0,0,7,1880,1042,0,0,0,0,64,6573,931,39
76250,El Dovio,175,0,0,0,0,0,1,0,3,0,91,0,0,0,0,58,1301,135,5
76275,Florida,102,14,102,406,0,60,0,0,30,1883,953,0,0,0,0,66,6563,982,80
76306,Ginebra,47,9,0,0,0,0,3,0,5,0,243,0,0,0,0,125,3191,280,58
76318,Guacari,14,11,0,55,0,0,16,0,29,0,864,0,0,0,0,38,4751,288,29
76364,Jamundi,226,611,426,1702,0,482,0,0,116,3877,2030,0,0,0,0,121,13582,4602,327
76377,La Cumbre,217,89,0,0,0,0,3,0,11,0,83,0,0,0,0,55,1078,811,89
76400,La Union,269,4,0,120,0,0,224,0,37,0,1168,0,0,0,0,43,4908,536,52
76403,La Victoria,114,9,0,0,0,0,129,0,11,0,460,0,0,0,0,89,2225,421,16
76497,Obando,133,18,0,0,0,0,18,0,45,0,188,0,0,0,0,87,2048,236,57
76520,Palmira,327,218,857,4572,0,1018,0,0,76,12488,9222,0,420,0,0,466,41070,6204,258
76563,Pradera,75,66,48,190,0,40,0,0,26,1682,782,0,0,0,0,98,5928,727,53
76606,Restrepo,158,27,0,0,0,0,4,0,10,0,128,0,0,0,0,69,1615,201,23
76616,Riofrio,260,7,0,0,0,0,2,0,13,0,138,0,0,0,0,84,1898,240,47
76622,Roldanillo,134,14,0,52,0,0,18,0,15,0,1004,0,0,0,0,22,5578,1015,21
76670,San Pedro,20,9,0,0,0,0,10,0,7,0,213,0,0,0,0,98,2533,190,25
76736,Sevilla,404,55,0,120,0,0,33,0,96,0,887,0,0,0,0,89,5131,576,159
76823,Toro,646,4,0,0,0,0,6,0,16,0,151,0,0,0,0,84,1964,365,21
76828,Trujillo,562,124,0,0,0,0,26,0,18,0,170,0,0,0,0,74,1559,228,56
76834,Tulua,161,162,1152,6143,0,768,0,0,98,5895,4469,0,489,0,0,188,19471,2290,320
76845,Ulloa,83,24,0,0,0,0,3,0,25,0,44,0,0,0,0,29,583,112,29
76863,Versalles,382,20,0,0,0,0,5,0,8,0,57,0,0,0,0,40,707,276,47
76869,Vijes,94,14,0,0,0,0,1,0,11,0,126,0,0,0,0,72,1737,317,20
76890,Yotoco,72,4,0,0,0,0,4,0,7,0,188,0,0,0,0,102,2476,258,46
76892,Yumbo,193,261,410,1640,0,130,0,0,148,3178,1506,0,0,0,0,152,11182,1785,689
76895,Zarzal,125,15,0,141,0,0,27,0,47,0,1319,0,0,0,0,30,7354,815,83
81001,Arauca,16,157,0,721,180,0,0,149,2314,0,526,2301,0,0,0,169,8867,2802,84
81065,Arauquita,19,323,0,48,0,0,13,0,369,0,477,0,0,0,0,81,2994,1071,1815
81220,Cravo Norte,226,21,0,0,0,0,1,0,27,0,24,0,0,0,0,23,376,156,3
81300,Fortul,4,77,0,0,0,0,1,0,158,0,99,0,0,0,0,93,1619,696,793
81591,Puerto Rondon,27,101,0,0,0,0,1,0,7,0,40,0,0,0,0,32,593,165,4
81736,Saravena,11,231,50,202,0,11,0,0,808,1592,632,0,0,0,0,228,5798,1816,2145
81794,Tame,97,131,0,48,0,0,13,0,291,0,681,0,0,0,0,92,4211,1431,677
85001,Yopal,12,191,880,3522,0,510,0,0,1507,5087,2468,0,0,0,0,281,17944,4527,89
85010,Aguazul,1,17,0,107,0,0,24,0,92,0,735,0,0,0,0,31,4087,693,13
85015,Chameza,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,15,328,110,3
85125,Hato Corozal,77,2,0,0,0,0,0,0,68,0,69,0,0,0,0,65,1137,464,20
85136,La Salina,0,1,0,0,0,0,5,0,0,0,20,0,0,0,0,5,113,23,0
85139,Mani,4,15,0,0,0,0,3,0,70,0,158,0,0,0,0,102,2244,547,7
85162,Monterrey,2,22,0,0,0,0,12,0,47,0,211,0,0,0,0,127,2760,679,29
85225,Nunchia,47,1,0,0,0,0,12,0,7,0,57,0,0,0,0,27,472,114,3
85230,Orocue,4,1,0,0,0,0,3,0,64,0,83,0,0,0,0,65,1230,430,8
85250,Paz de Ariporo,73,13,0,65,0,0,16,0,191,0,805,0,0,0,0,102,4908,1166,27
85263,Pore,36,94,0,0,0,0,13,0,44,0,105,0,0,0,0,75,1288,242,11
85279,Recetor,1,26,0,0,0,0,0,0,1,0,5,0,0,0,0,4,77,19,6
85300,Sabanalarga,5,7,0,0,0,0,1,0,2,0,37,0,0,0,0,27,537,151,3
85315,Sacama,3,3,0,0,0,0,0,0,0,0,14,0,0,0,0,12,232,76,28
85325,San Luis de Palenque,29,18,0,0,0,0,2,0,5,0,47,0,0,0,0,32,662,97,2
85400,Tamara,79,1,0,0,0,0,1,0,2,0,19,0,0,0,0,17,276,140,7
85410,Tauramena,6,44,0,0,0,0,30,0,131,0,278,0,0,0,0,126,2925,392,22
85430,Trinidad,34,8,0,0,0,0,7,0,11,0,97,0,0,0,0,67,1281,257,14
85440,Villanueva,5,32,0,205,0,0,27,0,96,0,825,0,0,0,0,67,4769,842,127
86001,Mocoa,16,35,0,395,0,0,95,0,19,0,1243,0,0,0,0,64,6422,777,768
86219,Colon,63,1,0,0,0,0,5,0,1,0,67,0,0,0,0,44,853,188,44
86320,Orito,4,14,0,47,0,0,14,0,29,0,433,0,0,0,0,53,2572,1730,2126
86568,Puerto Asis,12,28,0,238,0,0,22,0,10,0,1132,0,0,0,0,102,6721,2002,1533
86569,Puerto Caicedo,7,3,0,0,0,0,4,0,0,0,78,0,0,0,0,57,1114,187,267
86571,Puerto Guzman,3,11,0,0,0,0,4,0,21,0,60,0,0,0,0,41,795,311,839
86573,Leguizamo,2,26,0,0,0,0,12,0,54,0,131,0,0,0,0,72,1421,320,978
86749,Sibundoy,6,30,0,0,0,0,4,0,0,0,161,0,0,0,0,89,2110,175,129
86755,San Francisco,1,4,0,0,0,0,6,0,1,0,68,0,0,0,0,45,866,235,19
86757,San Miguel,3,8,0,0,0,0,6,0,2,0,78,0,0,0,0,52,1013,311,485
86760,Santiago,11,4,0,0,0,0,0,0,0,0,42,0,0,0,0,33,654,181,45
86865,Valle del Guamuez,8,12,0,0,0,0,22,0,7,0,213,0,0,0,0,142,2632,881,1044
86885,Villagarzon,1,16,0,0,0,0,21,0,4,0,226,0,0,0,0,126,2686,532,547
88001,San Andres,6,403,0,1032,258,0,0,213,4,0,372,1385,0,0,0,52,5272,499,788
88564,Providencia,2,175,0,0,0,0,6,0,7,0,54,0,0,0,0,22,524,207,430
91001,Leticia,8,90,0,128,0,0,96,0,65,0,712,0,0,0,0,51,3430,438,2728
91263,El Encanto (ANM),0,7,0,0,0,0,0,0,1,0,6,0,0,0,0,2,48,0,25
91405,La Chorrera (ANM),1,4,0,0,0,0,0,0,2,0,4,0,0,0,0,3,30,36,84
91407,La Pedrera (ANM),1,2,0,0,0,0,0,0,2,0,3,0,0,0,0,3,35,76,94
91430,La Victoria (ANM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91460,Miriti - Parana (ANM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
91530,Puerto Alegria (ANM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,57
91536,Puerto Arica (ANM),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,51
91540,Puerto Narino,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,5,68,16,747
91669,Puerto Santander (ANM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,25
91798,Tarapaca (ANM),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,31,67
94001,Inirida,234,13,0,0,0,0,17,0,229,0,178,0,0,0,0,113,2188,629,984
94343,Barranco Minas (ANM),0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,23,19,64
94663,Mapiripana (ANM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94883,San Felipe (ANM),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,20
94884,Puerto Colombia (ANM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
94885,La Guadalupe (ANM),4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7
94886,Cacahual (ANM),52,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,25,10
94887,Pana Pana (ANM),7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9
94888,Morichal (ANM),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,19
95001,San Jose del Guaviare,3,153,0,248,0,0,100,0,236,0,1213,0,0,0,0,90,6448,1897,1080
95015,Calamar,0,9,0,0,0,0,8,0,14,0,32,0,0,0,0,12,221,273,768
95025,El Retorno,2,16,0,0,0,0,1,0,3,0,44,0,0,0,0,32,636,309,522
95200,Miraflores,0,4,0,0,0,0,1,0,3,0,8,0,0,0,0,5,86,211,463
97001,Mitu,12,8,0,0,0,0,14,0,41,0,77,0,0,0,0,41,696,163,961
97161,Caruru,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,1,31,9,128
97511,Pacoa (ANM),0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,4,1,18
97666,Taraira,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,14,1,89
97777,Papunaua (ANM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18
97889,Yavarate (ANM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
99001,Puerto Carreno,12,8,0,0,0,0,38,0,283,0,259,0,0,0,0,138,2668,778,72
99524,La Primavera,46,10,0,0,0,0,3,0,78,0,67,0,0,0,0,83,1082,451,49
99624,Santa Rosalia,25,1,0,0,0,0,0,0,14,0,28,0,0,0,0,30,475,116,19
99773,Cumaribo,27,10,0,0,0,0,1,0,13,0,26,0,0,0,0,17,347,336,345
